what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233266648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233269814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233270683
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486233275612
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486233327286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233333083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233358682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233359556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233360608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233361572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233362797
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486233364531
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486233373415
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1486233376182
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1486233376187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1486233378995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233386906
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1486233390604
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1486233390680
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1486233391458
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1486233392872
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1486233392900
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1486233394002
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1486233395836
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1486233395842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1486233397980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233397986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233400641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233400818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233413005
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1486233413858
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1486233413866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233413869
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486233414563
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1486233414716
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1486233414723
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [1-1.2]', --device=1, --instance=0, --stop, --sidp=0x19090b8, --id=0x0, --timestamp=1486233023] return code: 8",1486233415862
error,log,,,"ELF file not specified for download for barcode_scanner Nios II Hardware configuration",1486233415910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233415974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233417977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233429382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233432959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233436986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233451361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233454173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233456151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233456701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233457455
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486233458179
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486233462704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486233464486
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1486233465810
