what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247513780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247514748
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486247535655
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486247538655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486247553745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486247554916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486247555336
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486247557213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247558292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247560708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247564288
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1486247564943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247564950
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486247566427
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486247566907
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486247571081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247579468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247675381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247677866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486247905555
