what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239416284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239417093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239419900
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1486239420497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239420504
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486239421829
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486239422305
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486239426478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239431269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239454738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239488883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239613739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239619074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239906432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486239908199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486240106696
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486240108891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486240110402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486240111181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486240113342
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1486240113942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486240113948
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486240115410
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486240115930
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486240119990
