what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1486234001675
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1486234001675
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1486234001676
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1486234001676
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1486234001676
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1486234001677
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1486234001677
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1486234001678
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1486234001678
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1486234001679
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1486234001679
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1486234001679
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1486234001679
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1486234001679
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1486234001680
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1486234001680
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1486234001681
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1486234001681
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1486234001682
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1486234001682
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1486234001682
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1486234001683
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1486234001683
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1486234001684
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1486234001684
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1486234001685
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1486234001685
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1486234001685
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1486234001686
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1486234001686
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1486234001687
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1486234001687
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1486234001687
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1486234001688
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1486234001688
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1486234001689
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1486234001689
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1486234001689
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1486234001690
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1486234001690
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1486234001690
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1486234001690
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1486234001691
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1486234001691
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1486234001691
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1486234001691
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1486234001692
os,sysinfo,,,"linux",1486234001693
arch,sysinfo,,,"x86",1486234001693
ws,sysinfo,,,"gtk",1486234001693
locale,sysinfo,,,"en_US",1486234001693
processors,sysinfo,,,"8",1486234001694
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1486234001694
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1486234001694
java.specification.name,sysinfo,,,"Java Platform API Specification",1486234001694
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486234001694
java.specification.version,sysinfo,,,"1.6",1486234001694
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1486234001694
java.version,sysinfo,,,"1.6.0_23",1486234001694
java.vm.info,sysinfo,,,"mixed mode",1486234001694
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1486234001694
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1486234001694
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486234001694
java.vm.specification.version,sysinfo,,,"1.0",1486234001694
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1486234001694
java.vm.version,sysinfo,,,"19.0-b09",1486234001694
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486234002850
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1486234006654
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1486234018583
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1486234018627
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1486234018630
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486234026429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234026479
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1486234026518
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1486234026518
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1486234026520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234029940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234033940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234034269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234036257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234038759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234038789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234039123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234051385
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1486234052487
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1486234052496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234052499
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486234053379
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1486234053517
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1486234053524
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486234058298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486234066569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234097723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234102176
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486234103807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234106262
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1486234122331
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1486234122363
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1486234123303
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1486234125589
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1486234125597
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1486234133089
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1486234133096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1486234134284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234134291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234136942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1486234140520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234140528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234143476
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486234369050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1486234380855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234380862
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486234391413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234392803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234393085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234396467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234401935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234410618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1486234433854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234433860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234434779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234457119
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486234463332
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486234463367
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486234463379
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486234466417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486234468201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486234469318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234475793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234476362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234480143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234486530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486234490102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486234490884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234494816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234495450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234496064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234497234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234501234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486234502953
